chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'43'	1904000	1918000	666	5.88240240598338e-10	7.106269536438916e-11	1.5415398465197248e-09
b'43'	1918000	1932000	543	9.399028727710354e-10	2.337437832347286e-10	1.7754994979970671e-09
b'43'	1932000	1946000	904	3.902517617446639e-10	3.386140285365168e-11	1.3349498259649256e-09
b'43'	1946000	1960000	1001	6.462906770310644e-10	1.5573751227518415e-10	1.6067116475615706e-09
b'43'	1960000	1974000	845	1.4430619100657561e-09	5.80833775342059e-10	2.0250653555031074e-09
b'43'	1974000	1988000	1139	2.3460233303530617e-09	1.5142319445838966e-09	2.7448160125632754e-09
b'43'	1988000	2002000	1001	1.2136109422084624e-09	4.3427192250095893e-10	1.896356097064797e-09
b'43'	2002000	2016000	1098	1.5764365542384308e-09	6.677255269796735e-10	2.144820344272308e-09
b'43'	2016000	2030000	830	1.3624116107838595e-09	5.084826582349826e-10	1.968781931405467e-09
b'43'	2030000	2044000	1024	2.8062072432998663e-09	2.075830922765235e-09	3.137620828763602e-09
b'43'	2044000	2058000	975	7.621393787408355e-10	1.4109406356635113e-10	1.6456947798063857e-09
b'43'	2058000	2072000	1294	1.4278362791818128e-09	6.021307946400628e-10	2.036531023790042e-09
b'43'	2072000	2086000	1065	6.112151486601116e-10	9.403760342616284e-11	1.5645147545814985e-09
b'43'	2086000	2100000	1174	1.7318742472470255e-09	8.512580728213287e-10	2.240659294673156e-09
b'43'	2100000	2114000	743	2.0870848249300942e-09	1.2407758492529263e-09	2.514049582923625e-09
b'43'	2114000	2128000	1044	1.5140236676736047e-09	6.881586593487827e-10	2.0754852227000594e-09
b'43'	2128000	2142000	961	6.050759865590177e-10	8.789844132506895e-11	1.5583755924804046e-09
b'43'	2142000	2156000	1077	1.262915234465682e-09	4.2686079489765846e-10	1.948273848770869e-09
b'43'	2156000	2170000	1407	2.755784153393018e-09	2.0009515902717632e-09	3.1102338507636584e-09
b'43'	2170000	2184000	1157	1.4790549191312357e-09	6.070333405738665e-10	2.0571801057433906e-09
b'43'	2184000	2198000	956	2.82619445836828e-09	2.0958181378336486e-09	3.1576080438320157e-09
b'43'	2198000	2212000	1085	3.2838979197424085e-10	2.75444828445123e-12	1.2517962654817671e-09
b'43'	2212000	2226000	1260	2.3833373984739276e-09	1.6481632158316879e-09	2.7436826632121988e-09
b'43'	2226000	2240000	1119	7.090446002991505e-10	1.286979045991991e-10	1.6384341100953024e-09
b'43'	2240000	2254000	1155	1.4260635123929637e-09	6.003580278512137e-10	2.034758257001193e-09
b'43'	2254000	2268000	1111	1.450645975223385e-09	5.884178404996879e-10	2.0326494206607365e-09
b'43'	2268000	2282000	1028	1.3738926852217334e-09	5.199637326728565e-10	1.980263005843341e-09
b'43'	2282000	2296000	319	2.854271545623151e-09	2.1238952250885197e-09	3.185685131086887e-09
b'43'	2296000	2310000	740	5.036735597288947e-10	3.959011028152243e-11	1.4551503626306464e-09
b'43'	2310000	2324000	565	1.5406661520248542e-09	6.724339006528511e-10	2.1180616112473834e-09
b'43'	2324000	2338000	599	1.2426318520683511e-09	3.8639331505135554e-10	1.92383528461931e-09
b'43'	2338000	2352000	807	2.208720595638182e-09	1.4524338096636793e-09	2.5971203635414623e-09
b'43'	2352000	2366000	833	2.0931629821730033e-09	1.2468540064958354e-09	2.520127740166534e-09
b'43'	2366000	2380000	746	7.686203474738162e-10	1.4757503229933185e-10	1.6521757485393664e-09
b'43'	2380000	2394000	827	2.5059580501865517e-10	0	1.1656547947108964e-09
b'43'	2394000	2408000	1109	3.9923043995820776e-10	9.81968224801885e-11	1.317114542016716e-09
b'43'	2408000	2422000	959	1.9167981131420976e-09	1.0436324677989763e-09	2.379548900830746e-09
b'43'	2422000	2436000	421	7.00175050630107e-10	1.5558608226481771e-10	1.6324997236498417e-09
b'43'	2436000	2450000	994	1.3053027168791463e-09	4.125972878560579e-10	1.9333788524239765e-09
b'43'	2450000	2464000	1161	7.758851545580298e-10	1.716780035798321e-10	1.6750375459894868e-09
b'43'	2464000	2478000	970	2.090654257061305e-09	1.2443452813841373e-09	2.517619015054836e-09
b'43'	2478000	2492000	621	4.922478187351559e-10	1.0234614945083544e-10	1.4344397015818772e-09
b'43'	2492000	2506000	1073	1.554918735252658e-09	6.462077079939008e-10	2.1233025252865357e-09
b'43'	2506000	2520000	1353	2.942613358591941e-09	2.2122370380573095e-09	3.2740269440556766e-09
b'43'	2520000	2534000	1216	1.797043185620544e-09	8.723927724395276e-10	2.304694517702848e-09
b'43'	2534000	2548000	1102	8.389068865685745e-10	2.1080955409064634e-10	1.7316703885825234e-09
b'43'	2548000	2562000	1080	1.7818052197840831e-10	0	1.0886969231430923e-09
b'43'	2562000	2576000	802	6.422157119941625e-10	1.5166254723828222e-10	1.6026366825246688e-09
b'43'	2576000	2590000	1269	1.3559018217410378e-09	5.01972869192161e-10	1.9622721423626455e-09
b'43'	2590000	2604000	1241	1.5313908218711427e-09	6.631585704991396e-10	2.108786281093672e-09
b'43'	2604000	2618000	1341	1.6176983344148004e-09	7.410442906126951e-10	2.1497761384533226e-09
b'43'	2618000	2632000	1362	8.222653906480091e-10	1.8121507226399135e-10	1.7334128314776607e-09
b'43'	2632000	2646000	1406	6.971039245218773e-10	1.52514956156588e-10	1.629428597541612e-09
b'43'	2646000	2660000	1268	3.9254442798362546e-10	3.6154069092613225e-11	1.3372424922038872e-09
b'43'	2660000	2674000	1084	7.461857933703262e-10	1.6583909767037478e-10	1.6755753031664783e-09
b'43'	2674000	2688000	1142	7.125266619104288e-10	1.321799662104774e-10	1.6419161717065809e-09
b'43'	2688000	2702000	792	4.4975006483629315e-10	6.145831330663628e-11	1.3933464547492193e-09
b'43'	2702000	2716000	748	1.6010792161559848e-09	7.282266023579929e-10	2.1341006320498264e-09
b'43'	2716000	2730000	1470	1.4393925381201536e-09	6.136870535784036e-10	2.048087282728383e-09
b'43'	2730000	2744000	1154	2.0991458937874156e-10	0	1.1524910090722718e-09
b'43'	2744000	2758000	1354	2.7243841337299117e-09	1.9346247813701025e-09	3.0556074325183417e-09
b'43'	2758000	2772000	1234	1.0127924112247465e-09	3.0245268945915056e-10	1.8611857390372487e-09
b'43'	2772000	2786000	966	3.7296665233607357e-10	7.193303485805431e-11	1.2908507543945819e-09
b'43'	2786000	2800000	1229	1.4378112588028282e-09	6.121057742610782e-10	2.0465060034110577e-09
b'43'	2800000	2814000	1083	1.4255607387665454e-10	0	9.752072663161251e-10
b'43'	2814000	2828000	961	3.2772307987843175e-10	0	1.309813758103843e-09
b'43'	2828000	2842000	1165	2.91096029762259e-10	1.2545499898117907e-11	1.1917683109633127e-09
b'43'	2842000	2856000	799	1.0620610804492145e-09	3.417323490641586e-10	1.8557029160328282e-09
b'43'	2856000	2870000	669	2.265394685612209e-09	1.4276602815433408e-09	2.6622815478761212e-09
b'43'	2870000	2884000	879	1.4354319945727755e-09	6.097265100310255e-10	2.0441267391810048e-09
b'43'	2884000	2898000	708	7.015274246676718e-10	1.5693845630238246e-10	1.6338520976874064e-09
b'43'	2898000	2912000	973	2.1517705584628462e-10	0	1.1577534755398149e-09
b'43'	2912000	2926000	1080	1.0239437473463732e-09	3.036150159613173e-10	1.817585582929987e-09
b'43'	2926000	2940000	1295	1.1381886256578732e-09	3.548133832054511e-10	1.8874838848304284e-09
b'43'	2940000	2954000	910	4.836769850442209e-10	9.377531575990046e-11	1.4258688678909422e-09
b'43'	2954000	2968000	717	2.867082653054502e-10	8.15773544130912e-12	1.1873805465065039e-09
b'43'	2968000	2982000	1022	2.268171679184143e-10	0	1.1418761576106556e-09
b'43'	2982000	2996000	739	1.5783486378817246e-09	6.696376106229674e-10	2.146732427915602e-09
b'43'	2996000	3010000	909	1.0752443344003262e-09	3.431173531381995e-10	1.8386925001973133e-09
b'43'	3010000	3024000	994	1.1776153444441753e-09	4.1328133585917606e-10	1.9050760527826875e-09
b'43'	3024000	3038000	656	1.6028585494399858e-09	7.300059356419939e-10	2.1358799653338274e-09
b'43'	3038000	3052000	1037	3.4282606856816087e-10	1.0851390265567429e-11	1.324916746793572e-09
b'43'	3052000	3066000	1166	1.651947838746697e-09	7.8921847440963e-10	2.126292735441542e-09
b'43'	3066000	3080000	963	2.291177168466599e-09	1.5420492088016242e-09	2.641433608984381e-09
b'43'	3080000	3094000	835	8.387908328003697e-10	2.1069350032244162e-10	1.731554334814319e-09
b'43'	3094000	3108000	340	1.8589821275763447e-10	0	1.1284746324511647e-09
b'43'	3108000	3122000	942	3.2790061199024004e-10	0	1.3099912902156513e-09
b'43'	3122000	3136000	833	4.702200566830042e-10	1.1698933700892393e-10	1.3833115119065623e-09
b'43'	3136000	3150000	751	1.5336605614477146e-09	6.654283100757115e-10	2.1110560206702438e-09
b'43'	3150000	3164000	674	5.137105638906232e-10	1.2380889460630277e-10	1.4559024467373445e-09
b'43'	3164000	3178000	506	3.3439394118468295e-10	2.4192628820895114e-12	1.3164846194100942e-09
b'43'	3178000	3192000	340	7.932491076842903e-10	1.5219878930027255e-10	1.704396548513942e-09
b'43'	3192000	3206000	670	8.183075509515759e-10	1.772572325675582e-10	1.7294549917812277e-09
b'43'	3206000	3220000	235	7.094999935910068e-10	1.291532978910554e-10	1.6388895033871588e-09
b'43'	3276000	3290000	87	1.2660169315337884e-09	4.299624919657648e-10	1.9513755458389752e-09
b'43'	3304000	3318000	199	1.392561632934013e-09	5.73612027581676e-10	2.0085924703865544e-09
b'43'	3318000	3332000	850	8.392820116217821e-10	2.1118467914385395e-10	1.732045513635731e-09
b'43'	3332000	3346000	1066	1.5701444563470272e-09	6.6143342908827e-10	2.138528246380905e-09
b'43'	3346000	3360000	925	9.524452214909035e-10	2.2423673631194296e-10	1.782910728964025e-09
b'43'	3360000	3374000	1474	8.728370733498475e-10	1.9113993294651084e-10	1.7553551541856838e-09
b'43'	3374000	3388000	803	7.731447704750555e-10	1.6893761949685786e-10	1.6722971619065126e-09
b'43'	3388000	3402000	1278	5.924631945634986e-10	1.0125994149110654e-10	1.5308802219819795e-09
b'43'	3402000	3416000	1320	1.1555509101334783e-09	3.809122000119671e-10	1.890322170635621e-09
b'43'	3416000	3430000	888	2.124343196950283e-09	1.3148131206435972e-09	2.5176682694621684e-09
b'43'	3430000	3444000	737	5.129065358087335e-10	1.23004866524413e-10	1.4550984186554548e-09
b'43'	3444000	3458000	1286	1.3050231112791338e-09	4.1231768225604535e-10	1.933099246823964e-09
b'43'	3458000	3472000	1320	2.14231683919903e-09	1.2772317078915773e-09	2.5533282418890947e-09
b'43'	3472000	3486000	822	6.000396590341396e-10	1.0883640596174762e-10	1.5384566864526207e-09
b'43'	3486000	3500000	1056	2.376644407954413e-09	1.6414702253121734e-09	2.7369896726926843e-09
b'43'	3500000	3514000	918	7.607156330064406e-10	1.3967031783195617e-10	1.6442710340719905e-09
b'43'	3514000	3528000	1175	4.1392583332818003e-10	5.75354744371678e-11	1.3586238975484418e-09
b'43'	3528000	3542000	844	5.624935273493144e-10	1.1283875282346052e-10	1.5147859500449916e-09
b'43'	3542000	3556000	754	3.7777507120716146e-10	7.67414537291422e-11	1.2956591732656696e-09
b'43'	3556000	3570000	1094	7.308042457325632e-10	1.5045755003261186e-10	1.6601937555287153e-09
b'43'	3570000	3584000	577	1.7061459046668474e-09	8.79145447662502e-10	2.2307075654420385e-09
b'43'	3584000	3598000	372	1.183631792830843e-09	4.1929778424584366e-10	1.911092501169355e-09
b'43'	3598000	3612000	687	4.411373152256415e-10	5.284556369598463e-11	1.3847337051385677e-09
b'43'	3612000	3626000	654	5.963123818164332e-10	1.0510912874404123e-10	1.5347294092349142e-09
b'43'	3626000	3640000	827	3.9399738029228204e-10	3.7607021401269806e-11	1.3386954445125437e-09
b'43'	3640000	3654000	1047	4.718597616089954e-10	1.186290419349151e-10	1.3849512168325535e-09
b'43'	3654000	3668000	1213	1.9251106729971567e-09	1.0519450276540354e-09	2.387861460685805e-09
b'43'	3668000	3682000	1076	1.5180020416850479e-09	6.921370333602259e-10	2.0794635967115026e-09
b'43'	3682000	3696000	1131	7.593028346914104e-10	1.7895613899145905e-10	1.6886923444875623e-09
b'43'	3696000	3710000	1589	1.6132968887214133e-09	7.36642844919308e-10	2.1453746927599353e-09
b'43'	3710000	3724000	1181	2.113549872543527e-09	1.3040197962368412e-09	2.5068749450554125e-09
b'43'	3724000	3738000	1043	4.060318844240132e-10	4.964152553300098e-11	1.3507299486442749e-09
b'43'	3738000	3752000	1360	1.8856192047639165e-09	1.0352425079268425e-09	2.3643910436049574e-09
b'43'	3752000	3766000	1332	1.6017371864462817e-09	7.288845726482898e-10	2.1347586023401235e-09
b'43'	3766000	3780000	1213	1.263260284765332e-09	4.0702174774833636e-10	1.9444637173162904e-09
b'43'	3780000	3794000	1141	1.512332278076096e-09	6.864672697512741e-10	2.073793833102551e-09
b'43'	3794000	3808000	1330	2.917750290360671e-09	2.1873739698260395e-09	3.2491638758244066e-09
b'43'	3808000	3822000	1250	2.5818286193008823e-09	1.7625418975026753e-09	2.9187488165978018e-09
b'43'	3822000	3836000	1176	1.2987424019580692e-09	4.0603697293498077e-10	1.9268185375028996e-09
b'43'	3836000	3850000	1305	2.868254517014577e-09	2.1378781964799456e-09	3.1996681024783127e-09
b'43'	3850000	3864000	1147	1.985367280321912e-09	1.1766606980659539e-09	2.4256322436969263e-09
b'43'	3864000	3878000	685	1.51234665708066e-09	6.864816487558381e-10	2.073808212107115e-09
b'43'	3878000	3892000	742	6.612095546536907e-10	1.7065638989781047e-10	1.621630525184197e-09
b'43'	3892000	3906000	989	1.802580946478759e-09	8.779305332977427e-10	2.3102322785610627e-09
b'43'	3906000	3920000	979	9.334512791502343e-10	2.0524279397127378e-10	1.763916786623356e-09
b'43'	3920000	3934000	1142	2.1160816738393263e-09	1.3065515975326405e-09	2.5094067463512117e-09
b'43'	3934000	3948000	1059	2.491436163005154e-09	1.7315301415637729e-09	2.85791546546563e-09
b'43'	3948000	3962000	951	1.4752513360002281e-09	6.032297574428589e-10	2.053376522612383e-09
b'43'	3962000	3976000	1427	1.095696231796907e-09	3.635692505347803e-10	1.8591443975938941e-09
b'43'	3976000	3990000	1149	2.1487443788405288e-09	1.2836592475330762e-09	2.5597557815305936e-09
b'43'	3990000	4004000	942	8.538114324063962e-10	1.7211429200305954e-10	1.7363295132422325e-09
b'43'	4004000	4018000	884	2.8760746520339633e-09	2.145698331499332e-09	3.207488237497699e-09
b'43'	4018000	4032000	1058	1.972549107520362e-09	1.1242842463895968e-09	2.3999331745458334e-09
b'43'	4032000	4046000	1305	9.32500022023347e-10	2.0429153684438647e-10	1.7629655294964686e-09
b'43'	4046000	4060000	816	1.705412999078936e-09	8.784125420745905e-10	2.229974659854127e-09
b'43'	4060000	4074000	1334	9.381272775298156e-10	2.319681879935088e-10	1.7737239027558473e-09
b'43'	4074000	4088000	1304	1.2180424635710575e-09	4.38703443863554e-10	1.900787618427392e-09
b'43'	4088000	4102000	540	1.6545417663135151e-09	7.918124019764481e-10	2.12888666300836e-09
b'43'	4102000	4116000	1035	8.505069055277374e-10	2.2240957304980924e-10	1.7432704075416865e-09
b'43'	4116000	4130000	966	2.6057673938353535e-09	1.876307631796489e-09	2.9404137600088835e-09
b'43'	4130000	4144000	494	1.1375519933617843e-09	3.5417675090936215e-10	1.88684725253434e-09
b'43'	4144000	4158000	528	6.94038878963238e-10	1.4944991059794865e-10	1.6263635519829728e-09
b'43'	4158000	4172000	824	1.9914259997423605e-09	1.1827194174864026e-09	2.431690963117375e-09
b'43'	4172000	4186000	829	1.2200798806737598e-09	4.407408609662563e-10	1.902825035530094e-09
b'43'	4186000	4200000	351	1.7931539176669429e-10	0	1.0898317929313782e-09
b'43'	4200000	4214000	432	1.937266711522797e-10	0	1.13630309084581e-09
b'43'	4214000	4228000	595	2.5247967889909577e-10	0	1.167538668591337e-09
b'43'	4228000	4242000	882	3.493387359039237e-10	1.7364057601330257e-11	1.331429414129335e-09
b'43'	4242000	4256000	682	1.1476165707532226e-09	3.642413283008005e-10	1.896911829925778e-09
b'43'	4256000	4270000	951	1.5894758080380342e-09	7.166231942400423e-10	2.1224972239318757e-09
b'43'	4270000	4284000	1205	7.750063157799514e-10	1.7079916480175373e-10	1.6741587072114085e-09
b'43'	4284000	4298000	1294	1.572990203395853e-09	6.642791761370957e-10	2.14137399342973e-09
b'43'	4298000	4312000	1338	1.7610906860620732e-09	8.541823515206392e-10	2.230446617960081e-09
b'43'	4312000	4326000	1339	6.472356044055094e-10	1.5668243964962918e-10	1.6076565749360159e-09
b'43'	4326000	4340000	1355	1.0077140059837357e-09	2.973742842181397e-10	1.856107333796238e-09
b'43'	4340000	4354000	1197	1.26013824248374e-09	4.2408380291571645e-10	1.9454968567889267e-09
b'43'	4354000	4368000	1012	2.1532659652288946e-09	1.288180833921442e-09	2.5642773679189594e-09
b'43'	4368000	4382000	1307	2.203854262024275e-09	1.4475674760497725e-09	2.5922540299275555e-09
b'43'	4382000	4396000	884	1.3648160071215424e-09	5.108870545726656e-10	1.9711863277431503e-09
b'43'	4396000	4410000	1099	8.23842919462411e-10	1.8279260107839324e-10	1.7349903602920626e-09
b'43'	4410000	4424000	636	1.9794039802125754e-09	1.1311391190818102e-09	2.4067880472380467e-09
b'43'	4424000	4438000	1305	7.552898845305869e-10	1.510827335523892e-10	1.654442275962044e-09
b'43'	4438000	4452000	1518	1.6134551076121869e-09	7.368010638100816e-10	2.145532911650709e-09
b'43'	4452000	4466000	527	1.3101920394561558e-09	4.174866104330674e-10	1.9382681750009864e-09
b'43'	4466000	4480000	1478	1.4422293233370203e-09	5.800011886133232e-10	2.0242327687743713e-09
b'43'	4480000	4494000	1182	1.6879685871299672e-09	8.53285170301726e-10	2.2145440981028718e-09
b'43'	4494000	4508000	961	1.1662506191525808e-09	3.9161190903106957e-10	1.9010218796547235e-09
b'43'	4508000	4522000	1328	1.3362739945703641e-09	5.093342168054296e-10	1.9800807136176547e-09
b'43'	4522000	4536000	1283	2.0596012812400257e-09	1.252134609935757e-09	2.493773179673559e-09
b'43'	4536000	4550000	1531	9.344089716147832e-10	2.2824988207847637e-10	1.7700055968408149e-09
b'43'	4550000	4564000	869	2.816585694798511e-09	2.0862093742638793e-09	3.1479992802622464e-09
b'43'	4564000	4578000	1518	1.4844939956600345e-09	6.124724171026653e-10	2.0626191822721896e-09
b'43'	4578000	4592000	1383	1.8543888323829965e-09	1.086642146712629e-09	2.2846919921537697e-09
b'43'	4592000	4606000	1408	8.18475638275291e-10	1.7742531989127322e-10	1.7296230791049427e-09
b'43'	4606000	4620000	1218	1.8047716887512274e-09	8.801212755702111e-10	2.3124230208335313e-09
b'43'	4620000	4634000	1284	2.1447315151543603e-09	1.2796463838469077e-09	2.555742917844425e-09
b'43'	4634000	4648000	1027	1.4339705289972934e-09	5.717423942735963e-10	2.0159739744346444e-09
b'43'	4648000	4662000	1333	1.5091556394803037e-09	6.832906311554817e-10	2.0706171945067585e-09
b'43'	4662000	4676000	1360	1.7692257636458943e-09	8.623174291044603e-10	2.238581695543902e-09
b'43'	4676000	4690000	1209	1.0043863576646003e-09	2.6069484373765293e-10	1.835069868530837e-09
b'43'	4690000	4704000	789	7.696153646215255e-10	1.4857004944704108e-10	1.6531707656870756e-09
b'43'	4704000	4718000	1310	6.60102950083213e-10	1.2463220456136413e-10	1.5481551235476502e-09
b'43'	4718000	4732000	1004	1.7634024910800732e-09	8.564941565386391e-10	2.2327584229780806e-09
b'43'	4732000	4746000	887	2.113111474886181e-09	1.3035813985794953e-09	2.5064365473980666e-09
b'43'	4746000	4760000	962	1.849253808253997e-09	1.0815071225836297e-09	2.27955696802477e-09
b'43'	4760000	4774000	1139	9.470217260444367e-10	2.4086263650812995e-10	1.7826183512704684e-09
b'43'	4774000	4788000	833	1.8830320305943897e-09	1.0326553337573156e-09	2.3618038694354305e-09
b'43'	4788000	4802000	734	2.9346458450058457e-09	2.204269524471214e-09	3.2660594304695813e-09
b'43'	4802000	4816000	840	9.640280080728462e-10	2.3581952289388574e-10	1.7944935155459679e-09
b'43'	4816000	4830000	699	1.2088494326592392e-09	4.2951041295173577e-10	1.8915945875155734e-09
b'43'	4830000	4844000	837	3.377831445986884e-10	1.2147800908898795e-11	1.2611896181062147e-09
b'43'	4844000	4858000	643	4.5969278124110843e-10	1.0646206156702816e-10	1.3727842364646666e-09
b'43'	4858000	4872000	96	1.0803177431241531e-09	3.4819076186202646e-10	1.8437659089211403e-09
b'43'	4886000	4900000	314	5.593892074211902e-10	1.0973443289533628e-10	1.5116816301168673e-09
b'43'	4900000	4914000	503	5.128097350100153e-10	4.872628556264302e-11	1.464286537911767e-09
b'43'	4914000	4928000	437	7.955002567280985e-10	1.5444993834408074e-10	1.7066476975577503e-09
b'43'	4928000	4942000	510	1.511938213606132e-09	6.860732052813101e-10	2.073399768632587e-09
b'43'	4942000	4956000	598	5.678058682068905e-10	7.660261513449852e-11	1.5062228956253715e-09
b'43'	4956000	4970000	1111	1.2375872605393293e-09	3.813487235223337e-10	1.918790693090288e-09
b'43'	4970000	4984000	312	7.683787203884578e-10	1.4733340521397344e-10	1.651934121454008e-09
b'43'	4984000	4998000	1041	6.741915336433424e-10	1.3872078812149353e-10	1.5622437071077795e-09
b'43'	4998000	5012000	1066	1.5381611151153664e-09	6.699288637433632e-10	2.115556574337896e-09
b'43'	5012000	5026000	502	5.921477911592253e-10	7.497024592527654e-11	1.5454473970806123e-09
b'43'	5026000	5040000	1001	1.8108566990725685e-09	8.862062858915522e-10	2.318508031154872e-09
b'43'	5040000	5054000	1088	1.7382384644438156e-09	8.576222900181188e-10	2.247023511869946e-09
b'43'	5054000	5068000	1296	1.575170628670246e-09	6.664596014114887e-10	2.143554418704123e-09
b'43'	5068000	5082000	1348	1.1222863032449802e-09	3.3891106079255813e-10	1.8715815624175356e-09
b'43'	5082000	5096000	904	6.438203291585835e-10	1.5326716440270324e-10	1.60424129968909e-09
b'43'	5096000	5110000	1233	2.494385827643289e-09	1.7344798062019082e-09	2.860865130103765e-09
b'43'	5110000	5124000	1038	6.427893825739914e-10	1.0731863705214258e-10	1.5308415560384285e-09
b'43'	5124000	5138000	1326	2.607039674076266e-09	1.8775799120374015e-09	2.941686040249796e-09
b'43'	5138000	5152000	1544	1.5109735493658038e-09	6.851085410409818e-10	2.0724351043922588e-09
b'43'	5152000	5166000	1456	1.3072849760455805e-09	4.1457954702249203e-10	1.9353611115904107e-09
b'43'	5166000	5180000	1023	2.284859477442289e-09	1.5357315177773142e-09	2.6351159179600708e-09
b'43'	5180000	5194000	1227	1.1831868099881314e-09	4.188528014031321e-10	1.9106475183266437e-09
b'43'	5194000	5208000	926	4.119862376900186e-10	5.559587879900638e-11	1.3566843019102804e-09
b'43'	5208000	5222000	651	3.0002892653975084e-09	2.269912944862877e-09	3.331702850861244e-09
b'43'	5222000	5236000	1335	2.664206587319668e-09	1.8972894325377247e-09	2.9881494154373195e-09
b'43'	5236000	5250000	1224	6.584036856755793e-10	1.2293294015373046e-10	1.5464558591400165e-09
b'43'	5250000	5264000	775	6.351170192314929e-10	1.4456385447561265e-10	1.5955379897619992e-09
b'43'	5264000	5278000	1437	1.8241155039767435e-09	1.0224600702747126e-09	2.2812238162895694e-09
b'43'	5278000	5292000	1007	1.0361407317376482e-09	3.1581200035259234e-10	1.829782567321262e-09
b'43'	5292000	5306000	776	8.581467645831314e-10	1.7644962417979472e-10	1.7406648454189678e-09
b'43'	5306000	5320000	422	2.059037235504671e-09	1.2515705642004021e-09	2.493209133938204e-09
b'43'	5320000	5334000	1447	1.8251341455548281e-09	1.0234787118527972e-09	2.282242457867654e-09
b'43'	5334000	5348000	1107	1.7307989867809525e-09	8.501828123552557e-10	2.2395840342070826e-09
b'43'	5348000	5362000	1621	1.0794728457745256e-09	3.473458645123989e-10	1.8429210115715127e-09
b'43'	5362000	5376000	1163	1.7582751922394878e-09	8.513668576980538e-10	2.2276311241374955e-09
b'43'	5376000	5390000	1553	1.3394914650534668e-09	5.125516872885323e-10	1.9832981841007575e-09
b'43'	5390000	5404000	1594	1.2562544823657682e-09	4.000159453487726e-10	1.937457914916727e-09
b'43'	5404000	5418000	1202	2.407605198794688e-09	1.6380964143241143e-09	2.7729280929527145e-09
b'43'	5418000	5432000	1277	2.2077887763337554e-09	1.4515019903592528e-09	2.596188544237036e-09
b'43'	5432000	5446000	824	1.580708826782242e-09	7.0785621298425e-10	2.1137302426760833e-09
b'43'	5446000	5460000	930	2.582687172966803e-09	1.7634004511685962e-09	2.9196073702637226e-09
b'43'	5460000	5474000	1133	6.538473105690658e-10	1.1837656504721698e-10	1.541899484033503e-09
b'43'	5474000	5488000	1367	2.2037935063689427e-09	1.44750672039444e-09	2.592193274272223e-09
b'43'	5488000	5502000	1193	1.1789154357233776e-09	4.145814271383784e-10	1.9063761440618898e-09
b'43'	5502000	5516000	1157	1.201287027123249e-09	4.219480074157455e-10	1.8840321819795834e-09
b'43'	5516000	5530000	1292	2.854557082251043e-09	2.1241807617164114e-09	3.1859706677147785e-09
b'43'	5530000	5544000	1759	1.202869960524505e-09	4.2353094081700147e-10	1.8856151153808395e-09
b'43'	5544000	5558000	1171	1.358660509773496e-09	5.047315572246191e-10	1.9650308303951036e-09
b'43'	5558000	5572000	1395	1.1871396687425592e-09	4.2280566015755993e-10	1.914600377081071e-09
b'43'	5572000	5586000	1428	2.0293788480049983e-09	1.2432397636194807e-09	2.4373151882681467e-09
b'43'	5586000	5600000	366	2.8164020821371126e-09	2.086025761602481e-09	3.147815667600848e-09
b'43'	5600000	5614000	1208	2.2330528252360603e-09	1.4017541897519148e-09	2.6018074243143183e-09
b'43'	5614000	5628000	1242	1.3769028313920638e-09	5.229738788431869e-10	1.9832731520136716e-09
b'43'	5628000	5642000	1334	1.2604641935841646e-09	4.2440975401614097e-10	1.945822807889351e-09
b'43'	5642000	5656000	1417	9.599913330541634e-10	2.3178284787520294e-10	1.790456840527285e-09
b'43'	5656000	5670000	1232	7.741087867879684e-10	1.6990163580977068e-10	1.6732611782194254e-09
b'43'	5670000	5684000	1053	7.115514813097435e-10	1.312047856097921e-10	1.6409409911058954e-09
b'43'	5684000	5698000	1594	1.6875474093896988e-09	8.528639925614575e-10	2.214122920362603e-09
b'43'	5698000	5712000	1464	2.5219651900068553e-09	1.8082204711236639e-09	2.880926328598096e-09
b'43'	5712000	5726000	1032	9.46741447596724e-10	2.4058235806041716e-10	1.7823380728227557e-09
b'43'	5726000	5740000	1385	2.151529370234022e-09	1.2864442389265694e-09	2.562540772924087e-09
b'43'	5740000	5754000	1229	2.604032941985009e-09	1.8745731799461445e-09	2.938679308158539e-09
b'43'	5754000	5768000	1544	1.2536206347014348e-09	4.1756619513341125e-10	1.9389792490066215e-09
b'43'	5768000	5782000	1088	9.964693325763327e-10	2.527778186493853e-10	1.8271528434425695e-09
b'43'	5782000	5796000	1008	1.7400682114647887e-09	8.594520370390919e-10	2.248853258890919e-09
b'43'	5796000	5810000	1300	1.7332447632522204e-09	8.526285888265236e-10	2.2420298106783507e-09
b'43'	5810000	5824000	1321	6.557486784897211e-10	1.2027793296787224e-10	1.5438008519541582e-09
b'43'	5824000	5838000	1349	1.7312335217940915e-09	8.506173473683947e-10	2.2400185692202217e-09
b'43'	5838000	5852000	1364	1.140797879200093e-09	3.5742263674767097e-10	1.8900931383726487e-09
b'43'	5852000	5866000	841	9.51614609368777e-10	2.454555198324703e-10	1.7872112345948088e-09
b'43'	5866000	5880000	487	1.135677607879936e-09	3.5230236542751383e-10	1.8849728670524913e-09
b'43'	5880000	5894000	1484	4.4374407673934066e-10	5.545232520968379e-11	1.3873404666522668e-09
b'43'	5894000	5908000	323	4.918193891918926e-10	1.019177199075721e-10	1.4340112720386139e-09
