chrom	start	end	nSites	recombRate	CI95LO	CI95HI	recomb_cM_Mb	recomb_quantile_100
b'31'	2898000	2912000	528	2.72471238372665e-09	1.93495303136684e-09	3.05593568251508e-09	0.272471238372665	94
b'31'	2912000	2926000	629	2.3368689310061e-10	0	1.14874588279285e-09	0.023368689310061	4
b'31'	2926000	2940000	909	8.57789607055558e-10	1.76092466652221e-10	1.74030768789139e-09	0.0857789607055558	35
b'31'	2940000	2954000	409	6.89255679420779e-10	1.44666711055489e-10	1.62158035244051e-09	0.0689255679420779	24
b'31'	2954000	2968000	903	9.37239162501562e-10	2.09030677322602e-10	1.76770466997468e-09	0.0937239162501562	39
b'31'	2968000	2982000	1305	1.0747012092444e-09	3.42574227982275e-10	1.83814937504139e-09	0.10747012092444	47
b'31'	2982000	2996000	897	1.44315124928822e-09	5.80923114564523e-10	2.02515469472557e-09	0.144315124928822	66
b'31'	2996000	3010000	1118	1.26233266049828e-09	4.26278220930253e-10	1.94769127480346e-09	0.126233266049828	58
b'31'	3010000	3024000	1091	1.01972423219513e-09	2.99395500810077e-10	1.81336606777875e-09	0.101972423219513	44
b'31'	3024000	3038000	1012	2.26066835416059e-09	1.42293395009172e-09	2.6575552164245e-09	0.226066835416059	89
b'31'	3038000	3052000	1138	1.59816593513425e-09	7.25313321336259e-10	2.13118735102809e-09	0.159816593513425	73
b'31'	3052000	3066000	675	1.79928720746278e-09	8.74636794281767e-10	2.30693853954509e-09	0.179928720746278	78
b'31'	3066000	3080000	1243	8.05143036487174e-10	1.64092718103156e-10	1.71629047731683e-09	0.0805143036487174	32
b'31'	3080000	3094000	1514	2.11873707974975e-09	1.30920700344306e-09	2.51206215226163e-09	0.211873707974975	86
b'31'	3094000	3108000	1657	1.57234282422677e-09	6.63631796968012e-10	2.14072661426065e-09	0.157234282422677	71
b'31'	3108000	3122000	1218	1.9127777235298e-09	1.03961207818668e-09	2.37552851121845e-09	0.19127777235298	81
b'31'	3122000	3136000	1091	4.51143827560585e-10	9.79131078865042e-11	1.36423528278414e-09	0.0451143827560585	11
b'31'	3136000	3150000	1381	8.54289779901738e-10	2.2619244742381e-10	1.74705328191569e-09	0.0854289779901738	35
b'31'	3150000	3164000	953	8.78316495820395e-10	1.96619355417058e-10	1.76083457665623e-09	0.0878316495820395	37
b'31'	3164000	3178000	1500	1.25965776692482e-09	4.236033273568e-10	1.94501638123001e-09	0.125965776692482	58
b'31'	3178000	3192000	1383	1.17893508170291e-09	4.04296371581404e-10	1.91370634220506e-09	0.117893508170291	53
b'31'	3192000	3206000	1494	1.05932761174539e-09	3.38998880360329e-10	1.852969447329e-09	0.105932761174538	46
b'31'	3206000	3220000	1394	1.43501191332506e-09	6.09306428783306e-10	2.04370665793329e-09	0.143501191332506	66
b'31'	3220000	3234000	1067	2.60534604165309e-09	1.87588627961422e-09	2.93999240782662e-09	0.260534604165309	93
b'31'	3234000	3248000	1209	1.02624948427493e-09	3.05920752889869e-10	1.81989131985854e-09	0.102624948427493	44
b'31'	3248000	3262000	1718	1.20232463615341e-09	4.22985616445908e-10	1.88506979100975e-09	0.120232463615341	54
b'31'	3262000	3276000	1478	1.07173885939511e-09	2.79729129373311e-10	1.80630258035615e-09	0.107173885939511	47
b'31'	3276000	3290000	1499	1.85164092237389e-09	1.08389423670352e-09	2.28194408214466e-09	0.185164092237389	80
b'31'	3290000	3304000	1285	7.34588590403392e-10	1.5424189470344e-10	1.66397810019954e-09	0.0734588590403392	27
b'31'	3304000	3318000	1234	4.6087066344166e-10	1.0763994376758e-10	1.37396211866522e-09	0.046087066344166	12
b'31'	3318000	3332000	1331	1.23787985272297e-09	3.81641315705974e-10	1.91908328527393e-09	0.123787985272297	56
b'31'	3332000	3346000	1399	1.27514173070471e-09	4.39087291136689e-10	1.9605003450099e-09	0.127514173070471	59
b'31'	3346000	3360000	1208	6.45813453569368e-10	1.55260288813487e-10	1.60623442409987e-09	0.0645813453569368	21
b'31'	3360000	3374000	436	1.76111560634728e-09	8.54207271805845e-10	2.23047153824529e-09	0.176111560634728	77
b'31'	3374000	3388000	1442	1.53278139870593e-09	6.64549147333925e-10	2.11017685792846e-09	0.153278139870593	69
b'31'	3388000	3402000	1179	1.07254201526702e-09	2.80532285245218e-10	1.80710573622806e-09	0.107254201526702	47
b'31'	3402000	3416000	943	6.34931014222714e-10	1.44377849466834e-10	1.59535198475322e-09	0.0634931014222715	21
b'31'	3416000	3430000	1063	2.81242177383751e-09	2.03506015986916e-09	3.14002268135011e-09	0.281242177383751	96
b'31'	3430000	3444000	911	7.75947355589904e-10	1.71740204611707e-10	1.67509974702136e-09	0.0775947355589904	31
b'31'	3444000	3458000	1248	3.76973834197215e-10	7.59402167191956e-11	1.29485793625572e-09	0.0376973834197215	8
b'31'	3458000	3472000	758	1.85532513733876e-09	1.08757845166839e-09	2.28562829710953e-09	0.185532513733876	80
b'31'	3472000	3486000	749	7.28967371510022e-10	1.4862067581007e-10	1.65835688130617e-09	0.0728967371510021	27
b'31'	3486000	3500000	516	1.1729904167481e-09	4.08656408163096e-10	1.90045112508661e-09	0.11729904167481	52
b'31'	3500000	3514000	847	1.0081402425419e-09	2.97800520776305e-10	1.8565335703544e-09	0.10081402425419	43
b'31'	3514000	3528000	1477	1.14282640287601e-09	3.5945116042359e-10	1.89212166204857e-09	0.114282640287601	51
b'31'	3528000	3542000	752	5.21538662990298e-10	5.74552135429254e-11	1.47301546589205e-09	0.0521538662990298	15
b'31'	3542000	3556000	1396	2.13830287902031e-09	1.27321774771286e-09	2.54931428171038e-09	0.213830287902031	87
b'31'	3556000	3570000	1611	9.32956088162904e-10	2.04747602983943e-10	1.76342159563603e-09	0.0932956088162904	39
b'31'	3570000	3584000	1153	4.5534857744284e-10	1.0211785776876e-10	1.3684400326664e-09	0.045534857744284	11
b'31'	3584000	3598000	944	2.79862105991799e-09	2.06824473938336e-09	3.13003464538173e-09	0.279862105991799	95
b'31'	3598000	3612000	684	8.48619839229979e-10	1.66922698826642e-10	1.73113792006582e-09	0.0848619839229979	34
b'31'	3612000	3626000	530	1.784044058207e-10	0	1.08892080698538e-09	0.01784044058207	2
b'31'	3626000	3640000	693	9.00670678315244e-11	0	8.97430638274611e-10	0.00900670678315244	1
b'31'	3640000	3654000	197	6.78513957112341e-10	1.43043211590492e-10	1.56656613057678e-09	0.0678513957112341	24
b'31'	3654000	3668000	60	1.08308465406475e-09	2.91074924042943e-10	1.81764837502578e-09	0.108308465406475	48
b'31'	3752000	3766000	86	1.29756493094222e-09	4.04859501919135e-10	1.92564106648705e-09	0.129756493094222	59
b'31'	3766000	3780000	275	4.4477418164862e-10	5.64824301189633e-11	1.38837057156155e-09	0.044477418164862	11
b'31'	3780000	3794000	759	4.23186037617996e-10	3.48942860883389e-11	1.36678242753092e-09	0.0423186037617996	10
b'31'	3794000	3808000	842	3.51978491875236e-10	2.00038135726423e-11	1.33406917010065e-09	0.0351978491875236	7
b'31'	3808000	3822000	1205	1.68342502105005e-09	8.48741604221808e-10	2.21000053202295e-09	0.168342502105005	75
b'31'	3822000	3836000	898	2.83899401525584e-09	2.10861769472121e-09	3.17040760071957e-09	0.283899401525584	96
b'31'	3836000	3850000	806	5.5658881529144e-10	1.06934040765586e-10	1.50888123798712e-09	0.055658881529144	17
b'31'	3850000	3864000	1268	5.06203566764159e-10	4.21201173167868e-11	1.45768036966591e-09	0.0506203566764159	14
b'31'	3864000	3878000	1318	1.60397779420945e-09	7.31125180411456e-10	2.13699921010329e-09	0.160397779420945	73
b'31'	3878000	3892000	1398	1.07183108314059e-09	2.79821353118787e-10	1.80639480410162e-09	0.107183108314059	47
b'31'	3892000	3906000	1177	1.21695720384055e-09	4.37618184133042e-10	1.89970235869688e-09	0.121695720384055	55
b'31'	3906000	3920000	1222	2.11574355540965e-09	1.30621347910296e-09	2.50906862792154e-09	0.211574355540965	86
b'31'	3920000	3934000	297	5.14025955020192e-10	1.24124285735871e-10	1.45621783786691e-09	0.0514025955020192	14
b'31'	3934000	3948000	774	1.56813555739571e-09	6.5942453013695e-10	2.13651934742959e-09	0.156813555739571	71
b'31'	3948000	3962000	704	6.04017921089737e-10	8.68403758557882e-11	1.55731752701112e-09	0.0604017921089737	20
b'31'	3962000	3976000	495	5.19377586268202e-10	1.29475916983882e-10	1.46156946911492e-09	0.0519377586268202	15
b'31'	3976000	3990000	254	1.43380492423138e-09	6.08099439689634e-10	2.04249966883961e-09	0.143380492423138	65
b'31'	3990000	4004000	1163	2.11473552987306e-09	1.30520545356638e-09	2.50806060238495e-09	0.211473552987306	86
b'31'	4004000	4018000	515	1.16907789404e-09	3.94439183918486e-10	1.90384915454214e-09	0.116907789404	52
b'31'	4018000	4032000	360	9.54013803922916e-10	2.25805318743956e-10	1.78447931139604e-09	0.0954013803922916	41
b'31'	4032000	4046000	1068	7.47902701339886e-10	1.67556005639934e-10	1.67729221113604e-09	0.0747902701339886	27
b'31'	4046000	4060000	916	1.75944861370899e-09	8.52540279167554e-10	2.228804545607e-09	0.175944861370899	77
b'31'	4060000	4074000	972	5.51498797197523e-10	1.01844022671669e-10	1.5037912198932e-09	0.0551498797197523	16
b'31'	4074000	4088000	1096	1.25254421947279e-09	3.96305682455791e-10	1.93374765202374e-09	0.125254421947279	57
b'31'	4088000	4102000	1363	2.11182882780662e-09	1.30229875149994e-09	2.50515390031851e-09	0.211182882780662	86
b'31'	4102000	4116000	1555	2.23455815998422e-09	1.40325952450007e-09	2.60331275906248e-09	0.223455815998422	89
b'31'	4116000	4130000	1157	1.38265543330017e-09	5.63705827947829e-10	1.99868627075271e-09	0.138265543330017	63
b'31'	4130000	4144000	1265	1.55485807927847e-09	6.46147052019709e-10	2.12324186931234e-09	0.155485807927847	70
b'31'	4144000	4158000	1032	2.49316727553728e-09	1.7332612540959e-09	2.85964657799776e-09	0.249316727553728	92
b'31'	4158000	4172000	1353	8.64733644528238e-10	1.83036504124902e-10	1.74725172536407e-09	0.0864733644528238	36
b'31'	4172000	4186000	1281	1.04509260904953e-09	3.24763877664471e-10	1.83873444463314e-09	0.104509260904953	45
b'31'	4186000	4200000	835	1.4537799502909e-09	5.91551815567207e-10	2.03578339572826e-09	0.14537799502909	67
b'31'	4200000	4214000	1433	2.11805127350088e-09	1.30852119719419e-09	2.51137634601276e-09	0.211805127350088	86
b'31'	4214000	4228000	1317	8.22136876737201e-10	1.81086558353184e-10	1.73328431756685e-09	0.0822136876737201	33
b'31'	4228000	4242000	897	8.40002481987376e-10	2.11905149509448e-10	1.73276598400132e-09	0.0840002481987376	34
b'31'	4242000	4256000	1090	1.07542899915779e-09	2.83419269135989e-10	1.80999272011883e-09	0.107542899915779	47
b'31'	4256000	4270000	1082	1.55534651686851e-09	6.46635489609749e-10	2.12373030690238e-09	0.155534651686851	70
b'31'	4270000	4284000	1470	1.91997609743329e-09	1.04681045209017e-09	2.38272688512194e-09	0.191997609743329	82
b'31'	4284000	4298000	574	6.72059005157115e-10	1.36588259635267e-10	1.56011117862155e-09	0.0672059005157115	23
b'31'	4298000	4312000	1007	1.00469852161723e-09	2.61007007690287e-10	1.83538203248347e-09	0.100469852161723	43
b'31'	4312000	4326000	1099	1.26045878368289e-09	4.04220246665894e-10	1.94166221623385e-09	0.126045878368289	58
b'31'	4326000	4340000	1112	2.29358805653858e-09	1.5444600968736e-09	2.64384449705636e-09	0.229358805653858	90
b'31'	4340000	4354000	835	3.75653158762432e-10	7.46195412844131e-11	1.29353726082094e-09	0.0375653158762432	8
b'31'	4354000	4368000	712	8.72499976651865e-10	1.90802836248528e-10	1.7550180574877e-09	0.0872499976651865	37
b'31'	4368000	4382000	350	2.55312725845601e-09	1.80759784525185e-09	2.91026799766046e-09	0.255312725845601	93
b'31'	4382000	4396000	459	9.5294111024622e-10	2.24732625067259e-10	1.78340661771934e-09	0.095294111024622	41
b'31'	4396000	4410000	654	4.22460857318498e-10	3.41691057888413e-11	1.36605724723142e-09	0.0422460857318498	10
b'31'	4410000	4424000	261	4.94320638218029e-10	1.04418968933709e-10	1.43651252106475e-09	0.0494320638218029	13
b'31'	4424000	4438000	541	1.0989262745639e-09	3.66799293301769e-10	1.86237444036088e-09	0.10989262745639	49
b'31'	4438000	4452000	552	2.2644072442312e-09	1.42667284016233e-09	2.66129410649511e-09	0.22644072442312	89
b'31'	4452000	4466000	513	4.35012806252249e-10	4.6721054722592e-11	1.37860919616517e-09	0.0435012806252249	10
b'31'	4466000	4480000	95	7.59284343839788e-10	1.78937648139836e-10	1.68867385363594e-09	0.0759284343839788	29
b'31'	4480000	4494000	173	9.53179977083999e-10	2.47020887547692e-10	1.78877660231003e-09	0.0953179977083999	41
b'31'	4494000	4508000	84	8.95633504749914e-10	1.93214895361447e-10	1.70775952118612e-09	0.0895633504749914	38
b'31'	4508000	4522000	686	7.59766863608434e-10	1.55559712630236e-10	1.65891925503989e-09	0.0759766863608434	29
b'31'	4522000	4536000	988	1.43271477090547e-09	5.70486636181776e-10	2.01471821634282e-09	0.143271477090547	65
b'31'	4536000	4550000	332	1.04547048779425e-09	3.25141756409194e-10	1.83911232337786e-09	0.104547048779425	45
b'31'	4550000	4564000	445	1.44497516496245e-09	5.82747030238758e-10	2.02697861039981e-09	0.144497516496245	67
b'31'	4564000	4578000	943	2.41720391091154e-10	0	1.20529740371599e-09	0.0241720391091154	4
b'31'	4578000	4592000	912	1.01429906674802e-09	3.03959344982426e-10	1.86269239456052e-09	0.101429906674802	44
b'31'	4592000	4606000	968	2.75883190427372e-09	2.00399934115247e-09	3.11328160164437e-09	0.275883190427372	95
b'31'	4606000	4620000	318	7.73792951392906e-10	1.52747636218422e-10	1.65734835245846e-09	0.0773792951392906	30
b'31'	4620000	4634000	970	4.94312514205052e-10	1.04410844920731e-10	1.43650439705177e-09	0.0494312514205052	13
b'31'	4634000	4648000	1081	8.53491281502353e-10	1.71794141099017e-10	1.73600936233819e-09	0.0853491281502353	35
b'31'	4648000	4662000	878	2.60927651887637e-09	1.8798167568375e-09	2.9439228850499e-09	0.260927651887637	93
b'31'	4662000	4676000	846	1.23721844654835e-09	3.80979909531355e-10	1.91842187909931e-09	0.123721844654835	56
b'31'	4676000	4690000	772	2.82875142915214e-09	2.09837510861751e-09	3.16016501461587e-09	0.282875142915214	96
b'31'	4690000	4704000	859	1.18406149019362e-09	4.19727481608617e-10	1.91152219853213e-09	0.118406149019362	53
b'31'	4704000	4718000	1140	1.4230376789031e-09	5.97332194361346e-10	2.03173242351133e-09	0.14230376789031	64
b'31'	4718000	4732000	396	1.00437554226082e-09	2.60684028333874e-10	1.83505905312706e-09	0.100437554226082	43
b'31'	4732000	4746000	776	7.71065426177098e-10	1.50020111002614e-10	1.65462082724265e-09	0.0771065426177098	30
b'31'	4746000	4760000	632	6.00612227507035e-10	1.09408974434643e-10	1.53902925492552e-09	0.0600612227507035	20
b'31'	4760000	4774000	612	1.8497901426322e-09	1.08204345696184e-09	2.28009330240298e-09	0.18497901426322	80
b'31'	4774000	4788000	404	7.72117510777929e-10	1.51072195603445e-10	1.65567291184348e-09	0.0772117510777929	30
b'31'	4788000	4802000	1466	1.65726689918194e-09	7.94537534844876e-10	2.13161179587679e-09	0.165726689918194	74
b'31'	4802000	4816000	1286	1.25619160848619e-09	3.99953071469197e-10	1.93739504103715e-09	0.125619160848619	57
b'31'	4816000	4830000	1205	1.03920582713686e-09	3.18877095751802e-10	1.83284766272047e-09	0.103920582713686	45
b'31'	4830000	4844000	1385	1.27510776435598e-09	4.39053324787953e-10	1.96046637866116e-09	0.127510776435598	59
b'31'	4844000	4858000	1579	1.92728726054763e-09	1.05412161520451e-09	2.39003804823628e-09	0.192728726054763	82
b'31'	4858000	4872000	1386	1.33491980758205e-09	5.07980029817116e-10	1.97872652662934e-09	0.133491980758205	61
b'31'	4872000	4886000	1252	1.60162300169947e-09	7.28770387901475e-10	2.13464441759331e-09	0.160162300169947	73
b'31'	4886000	4900000	1504	2.84896153125143e-09	2.1185852107168e-09	3.18037511671517e-09	0.284896153125143	97
b'31'	4900000	4914000	857	1.73627531913613e-09	8.55659144710438e-10	2.24506036656226e-09	0.173627531913613	77
b'31'	4914000	4928000	1186	1.58440166416579e-09	7.11549050367802e-10	2.11742308005964e-09	0.158440166416579	72
b'31'	4928000	4942000	1224	1.05298943624664e-09	3.32660704861579e-10	1.84663127183025e-09	0.105298943624664	46
b'31'	4942000	4956000	1285	1.00149626496825e-09	2.57804751041303e-10	1.83217977583449e-09	0.100149626496825	43
b'31'	4956000	4970000	1052	8.98091741363784e-10	1.95673131975318e-10	1.71021775779999e-09	0.0898091741363784	38
b'31'	4970000	4984000	848	9.4400178620202e-10	2.37842696665714e-10	1.77959841142805e-09	0.094400178620202	40
b'31'	4984000	4998000	1413	1.25540283784892e-09	3.99164300831925e-10	1.93660627039988e-09	0.125540283784892	57
b'31'	4998000	5012000	1398	1.47674346299723e-09	6.0472188443986e-10	2.05486864960938e-09	0.147674346299723	67
b'31'	5012000	5026000	1117	1.36908822867599e-09	5.15159276127116e-10	1.9754585492976e-09	0.136908822867599	62
b'31'	5026000	5040000	907	3.04520259701876e-09	2.31482627648413e-09	3.3766161824825e-09	0.304520259701876	100
b'31'	5040000	5054000	1191	9.27106331237987e-10	2.2094724170168e-10	1.76270295646402e-09	0.0927106331237987	38
b'31'	5054000	5068000	1472	1.80910821710165e-09	8.84457803920636e-10	2.31675954918396e-09	0.180910821710165	79
b'31'	5068000	5082000	1042	3.79702107021579e-10	7.86684895435598e-11	1.29758620908009e-09	0.0379702107021579	8
b'31'	5082000	5096000	940	2.14140415867364e-09	1.27631902736619e-09	2.55241556136371e-09	0.214140415867364	87
b'31'	5096000	5110000	1075	5.06983183377524e-10	1.17081514093204e-10	1.44917506622425e-09	0.0506983183377525	14
b'31'	5110000	5124000	1244	1.33495764903514e-09	5.08017871270202e-10	1.97876436808243e-09	0.133495764903514	61
b'31'	5124000	5138000	1551	4.30218940827721e-10	4.19271892980644e-11	1.37381533074065e-09	0.0430218940827721	10
b'31'	5138000	5152000	1005	1.73627286827831e-10	0	1.08414368799251e-09	0.0173627286827831	2
b'31'	5152000	5166000	820	1.02961285056777e-09	3.09284119182711e-10	1.82325468615138e-09	0.102961285056777	44
b'31'	5166000	5180000	646	1.99996598212021e-09	1.19125939986425e-09	2.44023094549522e-09	0.199996598212021	84
b'31'	5180000	5194000	500	5.70769753428543e-10	1.21114978902689e-10	1.52306217612422e-09	0.0570769753428543	18
b'31'	5194000	5208000	883	3.06832144464789e-09	2.33794512411326e-09	3.39973503011162e-09	0.306832144464789	100
b'31'	5208000	5222000	1262	6.46052494559449e-10	1.105817490376e-10	1.53410466802389e-09	0.0646052494559449	21
b'31'	5222000	5236000	1238	1.13347947985794e-09	3.50104237405517e-10	1.88277473903049e-09	0.113347947985794	50
b'31'	5236000	5250000	1200	1.17241867998972e-09	4.0808467140472e-10	1.89987938832823e-09	0.117241867998972	52
b'31'	5250000	5264000	1438	9.34590036503012e-10	2.06381551324052e-10	1.76505554397613e-09	0.0934590036503012	39
b'31'	5264000	5278000	1074	1.50623772328552e-09	6.80372714960699e-10	2.06769927831198e-09	0.150623772328552	68
b'31'	5278000	5292000	1256	1.16416770383916e-09	3.89528993717652e-10	1.89893896434131e-09	0.116416770383916	52
b'31'	5292000	5306000	1363	1.22189653519989e-09	4.42557515492389e-10	1.90464169005623e-09	0.122189653519989	55
b'31'	5306000	5320000	1610	1.01475221721421e-09	3.04412495448614e-10	1.86314554502671e-09	0.101475221721421	44
b'31'	5320000	5334000	1013	1.76593730773038e-09	8.59028973188948e-10	2.23529323962839e-09	0.176593730773038	77
b'31'	5334000	5348000	933	8.42967298158916e-10	2.14869965680988e-10	1.73573080017287e-09	0.0842967298158916	34
b'31'	5348000	5362000	1433	1.91708205487174e-09	1.04391640952861e-09	2.37983284256038e-09	0.191708205487174	81
b'31'	5362000	5376000	1195	1.20996291772778e-09	4.30623898020279e-10	1.89270807258412e-09	0.120996291772778	55
b'31'	5376000	5390000	1101	6.98225985283567e-10	1.53637016918278e-10	1.6305506583033e-09	0.0698225985283567	25
b'31'	5390000	5404000	1389	1.04625769468363e-09	3.25928963298569e-10	1.83989953026724e-09	0.104625769468363	45
b'31'	5404000	5418000	1292	1.09485327199945e-09	3.62726290737327e-10	1.85830143779644e-09	0.109485327199945	49
b'31'	5418000	5432000	1422	2.78758855061383e-09	2.0572122300792e-09	3.11900213607757e-09	0.278758855061383	95
b'31'	5432000	5446000	1160	2.90140048996151e-09	2.17102416942688e-09	3.23281407542525e-09	0.290140048996151	98
b'31'	5446000	5460000	225	1.21776215085795e-09	4.38423131150449e-10	1.90050730571429e-09	0.121776215085795	55
b'31'	5460000	5474000	1232	1.17119450780908e-09	3.96555797687574e-10	1.90596576831123e-09	0.117119450780908	52
b'31'	5474000	5488000	1245	1.20736371017554e-09	4.28024690468033e-10	1.89010886503187e-09	0.120736371017554	54
b'31'	5488000	5502000	1286	2.1436346737213e-09	1.27854954241385e-09	2.55464607641136e-09	0.21436346737213	87
b'31'	5502000	5516000	1314	1.69259942404868e-09	8.57916007220435e-10	2.21917493502158e-09	0.169259942404868	75
b'31'	5516000	5530000	688	1.25844742605279e-09	4.22392986484768e-10	1.94380604035798e-09	0.125844742605279	58
b'31'	5530000	5544000	1585	2.02341392853807e-09	1.23727484415255e-09	2.43135026880121e-09	0.202341392853807	84
b'31'	5544000	5558000	1147	2.43527669743145e-09	1.54963030787243e-09	2.81296730955034e-09	0.243527669743145	91
b'31'	5558000	5572000	745	5.72246463668336e-10	8.10432105959444e-11	1.51066349108682e-09	0.0572246463668336	18
b'31'	5572000	5586000	1050	5.51484941518948e-10	1.01830166993094e-10	1.50377736421463e-09	0.0551484941518948	16
b'31'	5586000	5600000	1279	7.80724728085265e-10	1.59679412910781e-10	1.66428012915082e-09	0.0780724728085265	31
b'31'	5600000	5614000	1152	1.13671839113143e-09	3.53343148679004e-10	1.88601365030398e-09	0.113671839113143	50
b'31'	5614000	5628000	1225	6.00303153855204e-10	8.31256086212553e-11	1.55360275977659e-09	0.0600303153855204	20
b'31'	5628000	5642000	1104	4.64997861396354e-10	1.11767141722274e-10	1.37808931661991e-09	0.0464997861396354	12
b'31'	5642000	5656000	548	1.94381409541493e-09	1.14144663960496e-09	2.41824817632535e-09	0.194381409541493	83
b'31'	5656000	5670000	714	4.4638104163871e-10	5.80892901090527e-11	1.38997743155164e-09	0.044638104163871	11
b'31'	5670000	5684000	678	4.01416647603843e-10	4.50262887128308e-11	1.3461147118241e-09	0.0401416647603843	9
b'31'	5684000	5698000	784	3.90120680179406e-10	8.90870627013864e-11	1.30800478223791e-09	0.0390120680179406	8
b'31'	5698000	5712000	1017	8.92543538906068e-10	1.90124929517602e-10	1.70466955534228e-09	0.0892543538906068	38
b'31'	5712000	5726000	1309	1.51387888081656e-09	6.88013872491735e-10	2.07534043584301e-09	0.151387888081656	69
b'31'	5726000	5740000	1334	7.50926528746794e-10	1.70579833046843e-10	1.68031603854295e-09	0.0750926528746794	28
b'31'	5740000	5754000	1116	1.25497021546767e-09	3.98731678450676e-10	1.93617364801863e-09	0.125497021546767	57
b'31'	5754000	5768000	562	2.62994838571604e-10	0	1.22657185119644e-09	0.0262994838571604	5
b'31'	5768000	5782000	932	1.88197795237074e-09	1.03160125553367e-09	2.36074979121178e-09	0.188197795237074	81
b'31'	5782000	5796000	1340	2.20351340236323e-09	1.44722661638872e-09	2.59191317026651e-09	0.220351340236323	88
b'31'	5796000	5810000	615	2.91051304081226e-09	2.18013672027762e-09	3.24192662627599e-09	0.291051304081226	99
b'31'	5810000	5824000	1092	2.8551645889638e-09	2.12478826842917e-09	3.18657817442753e-09	0.28551645889638	97
b'31'	5824000	5838000	1164	1.37169658508795e-09	5.17767632539069e-10	1.97806690570955e-09	0.137169658508795	63
b'31'	5838000	5852000	1068	1.25299912278839e-09	4.16944683220371e-10	1.93835773709358e-09	0.125299912278839	57
b'31'	5852000	5866000	1204	1.09662503574682e-09	3.64498054484697e-10	1.86007320154381e-09	0.109662503574682	49
b'31'	5866000	5880000	1219	2.11445642267875e-09	1.30492634637207e-09	2.50778149519064e-09	0.211445642267875	86
b'31'	5880000	5894000	929	5.64919800136601e-10	7.37165470642094e-11	1.50333682755508e-09	0.0564919800136601	17
b'31'	5894000	5908000	1175	1.7388290752032e-09	8.58212900777504e-10	2.24761412262933e-09	0.17388290752032	77
b'31'	5908000	5922000	1461	1.44113654689987e-09	6.15431062358125e-10	2.0498312915081e-09	0.144113654689987	66
b'31'	5922000	5936000	1371	1.75889264214604e-09	8.51984307604605e-10	2.22824857404405e-09	0.175889264214604	77
b'31'	5936000	5950000	963	2.20749546457688e-09	1.45120867860238e-09	2.59589523248016e-09	0.220749546457688	88
b'31'	5950000	5964000	1273	1.62291280441304e-09	7.46258760610931e-10	2.15499060845156e-09	0.162291280441304	74
b'31'	5964000	5978000	1090	1.5738005363099e-09	6.65089509051142e-10	2.14218432634378e-09	0.15738005363099	71
b'31'	5978000	5992000	941	2.84204877662179e-09	2.15856620053027e-09	3.18991321387744e-09	0.284204877662179	97
b'31'	5992000	6006000	1191	6.92110048888286e-10	1.47521080522996e-10	1.62443472190802e-09	0.0692110048888285	24
b'31'	6006000	6020000	689	2.16908258885919e-09	1.37482460170137e-09	2.58124931183314e-09	0.216908258885919	88
b'31'	6020000	6034000	483	9.58283147184426e-10	2.30074662005465e-10	1.78874865465755e-09	0.0958283147184426	41
b'31'	6034000	6048000	954	1.07614993054866e-09	2.84140200526859e-10	1.8107136515097e-09	0.107614993054866	47
b'31'	6048000	6062000	999	2.9234077931893e-09	2.19303147265467e-09	3.25482137865304e-09	0.29234077931893	99
b'31'	6062000	6076000	860	1.2365404714991e-09	3.80301934482109e-10	1.91774390405006e-09	0.12365404714991	56
b'31'	6076000	6090000	970	1.82712064116975e-09	1.02546520746772e-09	2.28422895348257e-09	0.182712064116975	79
b'31'	6090000	6104000	731	1.80860774301386e-09	8.83957329832842e-10	2.31625907509616e-09	0.180860774301386	79
b'31'	6104000	6118000	519	7.56684772574713e-10	1.52477621596516e-10	1.65583716400617e-09	0.0756684772574713	28
b'31'	6118000	6132000	430	1.04307819025503e-09	3.22749458869978e-10	1.83672002583865e-09	0.104307819025503	45
b'31'	6174000	6188000	55	1.23849011624228e-09	3.82251579225279e-10	1.91969354879323e-09	0.123849011624228	56
b'31'	6272000	6286000	124	9.46632116401446e-10	2.18423631222486e-10	1.77709762387457e-09	0.0946632116401446	40
b'31'	6286000	6300000	201	9.45474618994193e-10	2.17266133815233e-10	1.77594012646731e-09	0.0945474618994193	40
b'31'	6300000	6314000	296	5.65347797135681e-10	1.15693022609827e-10	1.51764021983136e-09	0.0565347797135681	17
b'31'	6314000	6328000	612	1.51046863946724e-09	6.84603631142421e-10	2.0719301944937e-09	0.151046863946724	68
b'31'	6328000	6342000	418	2.0989026718038e-10	0	1.15246668687391e-09	0.020989026718038	3
b'31'	6342000	6356000	641	7.82147277645971e-10	1.61101962471486e-10	1.66570267871152e-09	0.0782147277645971	31
b'31'	6356000	6370000	864	7.17749405443353e-10	1.37402709743402e-10	1.64713891523951e-09	0.0717749405443353	26
b'31'	6370000	6384000	650	1.35065045726055e-09	4.96721504711677e-10	1.95702077788216e-09	0.135065045726055	61
b'31'	6384000	6398000	493	4.23250830359532e-10	3.49590788298747e-11	1.36684722027246e-09	0.0423250830359532	10
b'31'	6398000	6412000	924	1.14654351261735e-09	3.63168270164933e-10	1.89583877178991e-09	0.114654351261735	51
b'31'	6412000	6426000	626	1.44103477245509e-09	6.15329287913343e-10	2.04972951706332e-09	0.144103477245509	66
b'31'	6426000	6440000	864	2.64455596514522e-09	1.93946899022821e-09	2.97086892513141e-09	0.264455596514522	94
